№;Дата вылета;Номер рейса;Аэропорт вылета;Аэропорт прилета;Время вылета;Время прилета;Емкость кабины;LF Кабина;Бронирования по кабинам;Тип ВС;Код кабины;Доход пасс;Пассажиры
1793-C;2025-02-26;526;SVO;DXB;11:15;18:00;28;0,7857;22;333;C;16560,62;22
1793-Y;2025-02-26;526;SVO;DXB;11:15;18:00;268;0,2687;72;333;Y;11872,39;72
1794-C;2025-02-26;638;VVO;HKT;03:15;08:00;30;0,2;6;77W;C;3853,72;6
1794-W;2025-02-26;638;VVO;HKT;03:15;08:00;48;0,2083;10;77W;W;3858,58;10
1794-Y;2025-02-26;638;VVO;HKT;03:15;08:00;324;0,2932;95;77W;Y;21463,28;95
1795-C;2025-02-26;1009;KGD;SVO;06:10;09:50;16;0,25;4;32B;C;570,58;4
1795-Y;2025-02-26;1009;KGD;SVO;06:10;09:50;167;1,0778;180;32B;Y;7744,55;181
1796-C;2025-02-26;1018;SVO;KGD;11:20;13:00;16;0,5625;9;32B;C;1520,62;9
1796-W;2025-02-26;1018;SVO;KGD;11:20;13:00;29;0,1724;5;32B;W;367,6;5
1796-Y;2025-02-26;1018;SVO;KGD;11:20;13:00;138;1,1014;152;32B;Y;5932,98;152
1797-C;2025-02-26;1054;SVO;MCX;10:35;13:40;8;0,75;6;32A;C;1224,4;6
1797-Y;2025-02-26;1054;SVO;MCX;10:35;13:40;150;0,96;144;32A;Y;6467,35;144
1798-C;2025-02-26;1055;MCX;SVO;14:40;17:45;8;0,625;5;32A;C;1222,57;5
1798-Y;2025-02-26;1055;MCX;SVO;14:40;17:45;150;0,92;138;32A;Y;7655,58;137
1799-C;2025-02-26;1129;AER;SVO;06:05;09:40;8;1,0;8;32A;C;1859,41;8
1799-Y;2025-02-26;1129;AER;SVO;06:05;09:40;150;1,0067;151;32A;Y;10067,38;154
1800-C;2025-02-26;1141;AER;SVO;21:20;00:45;28;0,3214;9;321;C;1424,73;9
1800-Y;2025-02-26;1141;AER;SVO;21:20;00:45;142;0,5915;84;321;Y;5847,34;84
1801-C;2025-02-26;1190;SVO;KZN;10:40;12:20;16;0,5625;9;32B;C;2107,62;9
1801-Y;2025-02-26;1190;SVO;KZN;10:40;12:20;167;1,0;167;32B;Y;6703,75;168
1802-C;2025-02-26;1191;KZN;SVO;13:20;15:05;16;0,875;14;32B;C;3980,3;14
1802-Y;2025-02-26;1191;KZN;SVO;13:20;15:05;167;0,9401;157;32B;Y;6290,08;160
1803-C;2025-02-26;1246;SVO;REN;08:35;13:00;8;0,5;4;32A;C;757,26;4
1803-Y;2025-02-26;1246;SVO;REN;08:35;13:00;150;0,9733;146;32A;Y;5236,0;146
1804-C;2025-02-26;1276;SVO;KZN;08:10;10:00;8;0,5;4;32A;C;897,4;4
1804-Y;2025-02-26;1276;SVO;KZN;08:10;10:00;150;0,9533;143;32A;Y;6492,86;145
1805-C;2025-02-26;1277;KZN;SVO;10:50;12:35;8;1,0;8;32A;C;1108,72;8
1805-Y;2025-02-26;1277;KZN;SVO;10:50;12:35;150;0,9933;149;32A;Y;6210,5;154
1806-C;2025-02-26;1479;ABA;SVO;11:50;12:55;20;0,25;5;73H;C;1671,66;5
1806-Y;2025-02-26;1479;ABA;SVO;11:50;12:55;138;1,0942;151;73H;Y;17206,11;152
1807-C;2025-02-26;1524;SVO;RGK;00:05;08:35;20;0,8;16;73H;C;8069,44;16
1807-Y;2025-02-26;1524;SVO;RGK;00:05;08:35;138;0,8261;114;73H;Y;16414,56;119
1808-C;2025-02-26;1525;RGK;SVO;11:45;12:35;20;0,75;15;73H;C;7001,79;15
1808-Y;2025-02-26;1525;RGK;SVO;11:45;12:35;138;0,9565;132;73H;Y;18964,95;139
1809-C;2025-02-26;2142;SVO;AYT;11:25;16:30;20;0,15;3;73H;C;1757,26;3
1809-Y;2025-02-26;2142;SVO;AYT;11:25;16:30;138;0,3551;49;73H;Y;6686,99;49
1810-C;2025-02-26;2143;AYT;SVO;17:30;22:30;20;0,55;11;73H;C;4302,18;11
1810-Y;2025-02-26;2143;AYT;SVO;17:30;22:30;138;0,5072;70;73H;Y;11507,67;69
1811-C;2025-02-26;6568;AER;LED;18:45;22:55;8;0,25;2;319;C;540,54;2
1811-Y;2025-02-26;6568;AER;LED;18:45;22:55;120;0,9;108;319;Y;5802,0;113
1812-C;2025-02-26;6574;KJA;LED;20:45;21:55;8;0,75;6;319;C;2279,67;6
1812-Y;2025-02-26;6574;KJA;LED;20:45;21:55;120;0,875;105;319;Y;8411,55;105
1813-Y;2025-02-26;6792;SVX;KJA;13:50;18:50;95;0,9895;94;SU9;Y;5736,2;94
1814-C;2025-04-27;209;PVG;SVO;11:40;16:30;30;0,9333;28;77W;C;40283,88;28
1814-W;2025-04-27;209;PVG;SVO;11:40;16:30;48;0,6458;31;77W;W;17336,46;31
1814-Y;2025-04-27;209;PVG;SVO;11:40;16:30;324;0,9722;315;77W;Y;100877,4;302
1815-C;2025-04-27;224;SVO;SYX;17:30;07:40;28;0,8571;24;359;C;30699,37;24
1815-W;2025-04-27;224;SVO;SYX;17:30;07:40;24;0,75;18;359;W;10467,33;20
1815-Y;2025-04-27;224;SVO;SYX;17:30;07:40;264;0,4242;112;359;Y;33063,07;111
1816-C;2025-04-27;233;DEL;SVO;05:00;09:00;30;0,3667;11;77W;C;6412,19;11
1816-W;2025-04-27;233;DEL;SVO;05:00;09:00;48;0,25;12;77W;W;2900,97;12
1816-Y;2025-04-27;233;DEL;SVO;05:00;09:00;324;0,9722;315;77W;Y;47578,74;315
1817-C;2025-04-27;321;MLE;SVO;11:05;17:50;30;0,7;21;77W;C;18496,33;21
1817-W;2025-04-27;321;MLE;SVO;11:05;17:50;48;0,7708;37;77W;W;18392,26;38
1817-Y;2025-04-27;321;MLE;SVO;11:05;17:50;324;0,6975;226;77W;Y;55724,7;227
1818-C;2025-04-27;427;SSH;SVO;15:15;21:25;30;0,6;18;77W;C;7311,42;18
1818-W;2025-04-27;427;SSH;SVO;15:15;21:25;48;0,2083;10;77W;W;2403,8;10
1818-Y;2025-04-27;427;SSH;SVO;15:15;21:25;324;0,1883;61;77W;Y;11060,6;61
1819-C;2025-04-27;521;DXB;SVO;16:05;20:50;30;0,8667;26;77W;C;21093,52;26
1819-W;2025-04-27;521;DXB;SVO;16:05;20:50;48;0,7292;35;77W;W;10353,52;35
1819-Y;2025-04-27;521;DXB;SVO;16:05;20:50;324;0,5895;191;77W;Y;30155,66;192
1820-C;2025-04-27;526;SVO;DXB;11:25;18:20;30;0,9667;29;77W;C;48072,97;29
1820-W;2025-04-27;526;SVO;DXB;11:25;18:20;48;0,9583;46;77W;W;18544,07;46
1820-Y;2025-04-27;526;SVO;DXB;11:25;18:20;324;0,8426;273;77W;Y;62341,09;273
1821-C;2025-04-27;1009;KGD;SVO;03:00;06:30;16;0,1875;3;32B;C;279,19;3
1821-Y;2025-04-27;1009;KGD;SVO;03:00;06:30;167;1,0599;177;32B;Y;7343,55;177
1822-C;2025-04-27;1018;SVO;KGD;11:50;13:35;16;0,6875;11;32B;C;2116,22;11
1822-W;2025-04-27;1018;SVO;KGD;11:50;13:35;29;1,0;29;32B;W;3165,41;29
1822-Y;2025-04-27;1018;SVO;KGD;11:50;13:35;138;1,0;138;32B;Y;5254,37;138
1823-C;2025-04-27;1054;SVO;MCX;17:15;20:00;8;0,625;5;32A;C;956,02;5
1823-Y;2025-04-27;1054;SVO;MCX;17:15;20:00;150;0,9933;149;32A;Y;10986,11;149
1824-C;2025-04-27;1055;MCX;SVO;21:00;00:10;8;0,25;2;32A;C;54,05;2
1824-Y;2025-04-27;1055;MCX;SVO;21:00;00:10;150;0,94;141;32A;Y;8987,7;142
1825-C;2025-04-27;1141;AER;SVO;06:20;09:45;20;0,35;7;73H;C;1355,44;7
1825-Y;2025-04-27;1141;AER;SVO;06:20;09:45;138;0,9855;136;73H;Y;7087,31;133
1826-C;2025-04-27;1190;SVO;KZN;09:10;10:50;20;0,1;2;73H;C;657,92;2
1826-Y;2025-04-27;1190;SVO;KZN;09:10;10:50;138;1,1014;152;73H;Y;6627,87;156
1827-C;2025-04-27;1191;KZN;SVO;11:40;13:25;20;0,15;3;73H;C;1348,53;6
1827-Y;2025-04-27;1191;KZN;SVO;11:40;13:25;138;0,9565;132;73H;Y;11661,21;134
1828-C;2025-04-27;1246;SVO;REN;18:00;22:00;20;0,3;6;73H;C;963,53;6
1828-Y;2025-04-27;1246;SVO;REN;18:00;22:00;138;1,029;142;73H;Y;11398,32;145
1829-C;2025-04-27;1276;SVO;KZN;13:40;15:25;8;0,75;6;32A;C;1725,13;6
1829-Y;2025-04-27;1276;SVO;KZN;13:40;15:25;150;0,9867;148;32A;Y;7922,68;150
1830-C;2025-04-27;1277;KZN;SVO;16:15;17:55;8;0,75;6;32A;C;2081,39;6
1830-Y;2025-04-27;1277;KZN;SVO;16:15;17:55;150;0,9;135;32A;Y;11180,27;138
1831-C;2025-04-27;1478;SVO;ABA;00:15;08:50;8;0,625;5;32A;C;988,12;5
1831-Y;2025-04-27;1478;SVO;ABA;00:15;08:50;150;1,0133;152;32A;Y;17655,43;154
1832-Y;2025-04-27;1479;ABA;SVO;10:00;11:05;150;0,9067;136;32A;Y;12748,12;136
1833-C;2025-04-27;1524;SVO;RGK;00:10;08:35;28;0,7143;20;321;C;11492,62;20
1833-Y;2025-04-27;1524;SVO;RGK;00:10;08:35;142;0,993;141;321;Y;19985,63;140
1834-C;2025-04-27;1525;RGK;SVO;11:20;12:05;28;0,8929;25;321;C;20588,19;25
1834-Y;2025-04-27;1525;RGK;SVO;11:20;12:05;142;0,9155;130;321;Y;23076,71;136
1835-C;2025-04-27;1713;KHV;SVO;15:45;16:45;28;0,3571;10;359;C;4575,03;10
1835-W;2025-04-27;1713;KHV;SVO;15:45;16:45;24;0,6667;16;359;W;3585,79;16
1835-Y;2025-04-27;1713;KHV;SVO;15:45;16:45;264;1,0985;290;359;Y;27537,6;290
1836-C;2025-04-27;2142;SVO;AYT;07:45;12:50;12;0,4167;5;32Q;C;5856,99;5
1836-Y;2025-04-27;2142;SVO;AYT;07:45;12:50;184;0,4402;81;32Q;Y;19836,48;81
1837-C;2025-04-27;2143;AYT;SVO;14:20;19:20;12;0,3333;4;32Q;C;2336,39;4
1837-Y;2025-04-27;2143;AYT;SVO;14:20;19:20;184;0,3424;63;32Q;Y;9511,45;69
1838-C;2025-04-27;6321;LED;KGD;11:10;11:55;8;0,625;5;319;C;576,69;5
1838-Y;2025-04-27;6321;LED;KGD;11:10;11:55;120;0,9417;113;319;Y;7665,47;113
1839-Y;2025-04-27;6574;KJA;LED;05:55;07:00;120;0,8917;107;319;Y;12818,81;107
1840-C;2025-05-27;209;PVG;SVO;11:40;16:30;30;0,9333;28;77W;C;16929,93;28
1840-W;2025-05-27;209;PVG;SVO;11:40;16:30;48;0,6042;29;77W;W;9313,27;29
1840-Y;2025-05-27;209;PVG;SVO;11:40;16:30;324;0,8981;291;77W;Y;54402,23;293
1841-C;2025-05-27;233;DEL;SVO;05:00;09:15;12;0,3333;4;32Q;C;2621,7;4
1841-Y;2025-05-27;233;DEL;SVO;05:00;09:15;184;0,8804;162;32Q;Y;29772,86;163
1842-C;2025-05-27;321;MLE;SVO;11:05;17:35;30;0,2667;8;77W;C;9249,17;10
1842-W;2025-05-27;321;MLE;SVO;11:05;17:35;48;0,2292;11;77W;W;4692,0;11
1842-Y;2025-05-27;321;MLE;SVO;11:05;17:35;324;0,3426;111;77W;Y;24365,47;111
1843-C;2025-05-27;427;SSH;SVO;16:25;22:15;30;0,3;9;77W;C;3682,27;11
1843-W;2025-05-27;427;SSH;SVO;16:25;22:15;48;0,1667;8;77W;W;1807,53;8
1843-Y;2025-05-27;427;SSH;SVO;16:25;22:15;324;0,1389;45;77W;Y;6253,7;48
1844-C;2025-05-27;521;DXB;SVO;16:05;21:05;20;0,35;7;73H;C;6102,49;7
1844-Y;2025-05-27;521;DXB;SVO;16:05;21:05;138;0,5217;72;73H;Y;12332,88;72
1845-C;2025-05-27;526;SVO;DXB;11:25;18:20;20;0,5;10;73H;C;11072,42;10
1845-Y;2025-05-27;526;SVO;DXB;11:25;18:20;138;0,4638;64;73H;Y;10844,43;71
1846-C;2025-05-27;638;VVO;HKT;06:30;10:55;28;0,25;7;333;C;3975,8;7
1846-Y;2025-05-27;638;VVO;HKT;06:30;10:55;268;0,4366;117;333;Y;20120,65;118
1847-C;2025-05-27;851;SYX;KHV;02:20;10:15;12;0,1667;2;32Q;C;938,85;2
1847-Y;2025-05-27;851;SYX;KHV;02:20;10:15;184;0,4348;80;32Q;Y;13213,0;80
1848-C;2025-05-27;1009;KGD;SVO;03:00;06:30;16;0,125;2;32B;C;446,59;2
1848-Y;2025-05-27;1009;KGD;SVO;03:00;06:30;167;1,0898;182;32B;Y;7793,28;182
1849-C;2025-05-27;1018;SVO;KGD;11:50;13:35;16;0,625;10;32B;C;1347,3;10
1849-W;2025-05-27;1018;SVO;KGD;11:50;13:35;29;0,1379;4;32B;W;367,1;4
1849-Y;2025-05-27;1018;SVO;KGD;11:50;13:35;138;1,1232;155;32B;Y;6300,31;155
1850-C;2025-05-27;1054;SVO;MCX;02:20;05:20;8;0,375;3;32A;C;318,2;3
1850-Y;2025-05-27;1054;SVO;MCX;02:20;05:20;150;1,0133;152;32A;Y;9758,75;153
1851-C;2025-05-27;1055;MCX;SVO;06:20;09:20;8;0,125;1;32A;C;291,83;1
1851-Y;2025-05-27;1055;MCX;SVO;06:20;09:20;150;0,62;93;32A;Y;3956,89;93
1852-C;2025-05-27;1129;AER;SVO;20:10;23:45;8;0,5;4;32A;C;636,13;4
1852-Y;2025-05-27;1129;AER;SVO;20:10;23:45;150;0,6467;97;32A;Y;3550,86;97
1853-C;2025-05-27;1141;AER;SVO;06:20;09:50;8;0,625;5;32A;C;951,72;5
1853-Y;2025-05-27;1141;AER;SVO;06:20;09:50;150;1,0067;151;32A;Y;5114,19;152
1854-C;2025-05-27;1190;SVO;KZN;09:10;10:50;8;0,5;4;32A;C;2043,63;5
1854-Y;2025-05-27;1190;SVO;KZN;09:10;10:50;150;0,92;138;32A;Y;4756,24;140
1855-C;2025-05-27;1191;KZN;SVO;11:40;13:25;8;0,375;3;32A;C;361,79;3
1855-Y;2025-05-27;1191;KZN;SVO;11:40;13:25;150;0,8533;128;32A;Y;4426,6;133
1856-C;2025-05-27;1246;SVO;REN;17:50;22:00;8;0,125;1;32A;C;409,09;1
1856-Y;2025-05-27;1246;SVO;REN;17:50;22:00;150;1,06;159;32A;Y;9459,0;160
1857-C;2025-05-27;1276;SVO;KZN;12:55;14:40;8;0,375;3;32A;C;485,93;3
1857-Y;2025-05-27;1276;SVO;KZN;12:55;14:40;150;1,0333;155;32A;Y;6109,82;155
1858-C;2025-05-27;1277;KZN;SVO;15:30;17:10;8;0,875;7;32A;C;1778,67;7
1858-Y;2025-05-27;1277;KZN;SVO;15:30;17:10;150;0,98;147;32A;Y;6915,12;147
1859-C;2025-05-27;1478;SVO;ABA;00:15;08:50;16;0,4375;7;32B;C;2780,9;7
1859-Y;2025-05-27;1478;SVO;ABA;00:15;08:50;167;1,012;169;32B;Y;15749,9;169
1860-Y;2025-05-27;1479;ABA;SVO;10:00;11:05;167;1,012;169;32B;Y;15571,58;170
1861-C;2025-05-27;1524;SVO;RGK;00:10;08:35;20;0,45;9;73H;C;4875,51;9
1861-Y;2025-05-27;1524;SVO;RGK;00:10;08:35;138;1,0362;143;73H;Y;23534,09;144
1862-Y;2025-05-27;1525;RGK;SVO;10:00;10:40;138;0,4928;68;73H;Y;5124,79;70
1863-C;2025-05-27;1713;KHV;SVO;16:40;17:40;28;0,6786;19;359;C;13116,03;19
1863-W;2025-05-27;1713;KHV;SVO;16:40;17:40;24;0,5417;13;359;W;5034,21;13
1863-Y;2025-05-27;1713;KHV;SVO;16:40;17:40;264;1,072;283;359;Y;37001,06;283
1864-C;2025-05-27;2142;SVO;AYT;08:00;12:50;28;0,5357;15;333;C;6960,17;15
1864-Y;2025-05-27;2142;SVO;AYT;08:00;12:50;268;0,4963;133;333;Y;19304,46;134
1865-C;2025-05-27;2143;AYT;SVO;14:20;19:25;28;0,2857;8;333;C;4149,95;8
1865-Y;2025-05-27;2143;AYT;SVO;14:20;19:25;268;0,1306;35;333;Y;4078,65;37
1866-W;2025-05-27;6321;LED;KGD;11:55;12:45;5;0,6;3;SU9;W;335,82;3
1866-Y;2025-05-27;6321;LED;KGD;11:55;12:45;95;0,8947;85;SU9;Y;4483,06;85
1867-C;2025-05-27;6574;KJA;LED;05:55;06:55;8;0,5;4;32A;C;486,77;4
1867-Y;2025-05-27;6574;KJA;LED;05:55;06:55;150;1,0067;151;32A;Y;19007,09;152
1868-W;2025-05-27;6792;SVX;KJA;23:05;04:10;5;0,2;1;SU9;W;320,03;1
1868-Y;2025-05-27;6792;SVX;KJA;23:05;04:10;95;1,0316;98;SU9;Y;4711,87;99
1869-C;2025-03-31;209;PVG;SVO;11:40;16:30;30;0,9667;29;77W;C;23067,73;29
1869-W;2025-03-31;209;PVG;SVO;11:40;16:30;48;0,75;36;77W;W;14787,47;36
1869-Y;2025-03-31;209;PVG;SVO;11:40;16:30;324;0,9938;322;77W;Y;95042,4;322
1870-C;2025-03-31;224;SVO;SYX;10:35;01:15;28;0,3929;11;333;C;3240,88;11
1870-Y;2025-03-31;224;SVO;SYX;10:35;01:15;268;0,3694;99;333;Y;22140,59;99
1871-C;2025-03-31;225;SYX;SVO;04:50;10:10;28;0,75;21;359;C;10836,2;21
1871-W;2025-03-31;225;SYX;SVO;04:50;10:10;24;0,25;6;359;W;2700,3;6
1871-Y;2025-03-31;225;SYX;SVO;04:50;10:10;264;0,4962;131;359;Y;40548,06;131
1872-C;2025-03-31;321;MLE;SVO;11:05;17:50;30;0,6667;20;77W;C;30036,54;20
1872-W;2025-03-31;321;MLE;SVO;11:05;17:50;48;0,9167;44;77W;W;28421,39;44
1872-Y;2025-03-31;321;MLE;SVO;11:05;17:50;324;0,7778;252;77W;Y;73023,82;250
1873-C;2025-03-31;427;SSH;SVO;15:30;22:15;30;0,5667;17;77W;C;7058,42;18
1873-W;2025-03-31;427;SSH;SVO;15:30;22:15;48;0,3958;19;77W;W;4425,16;19
1873-Y;2025-03-31;427;SSH;SVO;15:30;22:15;324;0,1883;61;77W;Y;11405,97;61
1874-C;2025-03-31;521;DXB;SVO;16:05;20:50;30;0,8;24;77W;C;18029,82;24
1874-W;2025-03-31;521;DXB;SVO;16:05;20:50;48;0,9167;44;77W;W;19950,8;45
1874-Y;2025-03-31;521;DXB;SVO;16:05;20:50;324;0,7037;228;77W;Y;55034,89;228
1875-C;2025-03-31;526;SVO;DXB;11:25;18:20;20;0,65;13;73H;C;12040,54;13
1875-Y;2025-03-31;526;SVO;DXB;11:25;18:20;138;0,6014;83;73H;Y;13276,39;83
1876-C;2025-03-31;1009;KGD;SVO;03:00;06:30;16;0,75;12;32B;C;1581,08;12
1876-Y;2025-03-31;1009;KGD;SVO;03:00;06:30;167;1,0299;172;32B;Y;7309,93;172
1877-C;2025-03-31;1018;SVO;KGD;11:50;13:35;16;0,5;8;32B;C;898,99;8
1877-W;2025-03-31;1018;SVO;KGD;11:50;13:35;29;1,0;29;32B;W;2859,26;29
1877-Y;2025-03-31;1018;SVO;KGD;11:50;13:35;138;1,0217;141;32B;Y;5557,01;141
1878-C;2025-03-31;1054;SVO;MCX;02:20;05:20;8;0,125;1;32A;C;178,44;1
1878-Y;2025-03-31;1054;SVO;MCX;02:20;05:20;150;1,0;150;32A;Y;9051,67;151
1879-C;2025-03-31;1055;MCX;SVO;06:20;09:20;8;0,125;1;32A;C;9,01;1
1879-Y;2025-03-31;1055;MCX;SVO;06:20;09:20;150;0,9067;136;32A;Y;5165,8;137
1880-C;2025-03-31;1129;AER;SVO;20:10;23:40;8;1,0;8;32A;C;1898,65;8
1880-Y;2025-03-31;1129;AER;SVO;20:10;23:40;150;0,92;138;32A;Y;10989,28;138
1881-C;2025-03-31;1141;AER;SVO;06:20;09:50;8;0,875;7;32A;C;2885,04;7
1881-Y;2025-03-31;1141;AER;SVO;06:20;09:50;150;0,9533;143;32A;Y;12537,12;153
1882-C;2025-03-31;1190;SVO;KZN;09:10;10:50;8;0,375;3;32A;C;470,74;3
1882-Y;2025-03-31;1190;SVO;KZN;09:10;10:50;150;1,02;153;32A;Y;5695,14;153
1883-C;2025-03-31;1191;KZN;SVO;11:40;13:25;8;0,375;3;32A;C;515,39;3
1883-Y;2025-03-31;1191;KZN;SVO;11:40;13:25;150;0,9;135;32A;Y;5319,77;137
1884-C;2025-03-31;1246;SVO;REN;17:50;22:00;20;0,15;3;320;C;298,34;3
1884-Y;2025-03-31;1246;SVO;REN;17:50;22:00;120;1,1;132;320;Y;8018,16;132
1885-C;2025-03-31;1276;SVO;KZN;12:55;14:40;8;0,75;6;32A;C;1343,86;6
1885-Y;2025-03-31;1276;SVO;KZN;12:55;14:40;150;0,98;147;32A;Y;7605,03;150
1886-C;2025-03-31;1277;KZN;SVO;15:30;17:10;8;0,625;5;32A;C;1323,22;5
1886-Y;2025-03-31;1277;KZN;SVO;15:30;17:10;150;0,9733;146;32A;Y;7214,64;147
1887-C;2025-03-31;1478;SVO;ABA;00:15;08:50;16;0,25;4;32B;C;1463,42;4
1887-Y;2025-03-31;1478;SVO;ABA;00:15;08:50;167;0,7365;123;32B;Y;11695,98;123
1888-C;2025-03-31;1479;ABA;SVO;10:00;11:05;16;0,875;14;32B;C;5622,48;14
1888-Y;2025-03-31;1479;ABA;SVO;10:00;11:05;167;0,9222;154;32B;Y;17018,5;158
1889-C;2025-03-31;1524;SVO;RGK;00:10;08:35;20;0,7;14;73H;C;5674,26;14
1889-Y;2025-03-31;1524;SVO;RGK;00:10;08:35;138;0,8913;123;73H;Y;12893,42;125
1890-C;2025-03-31;1525;RGK;SVO;11:20;12:05;20;0,9;18;73H;C;8884,24;18
1890-Y;2025-03-31;1525;RGK;SVO;11:20;12:05;138;0,9058;125;73H;Y;16294,48;128
1891-C;2025-03-31;2142;SVO;AYT;07:45;12:50;20;0,55;11;73H;C;4989,16;11
1891-Y;2025-03-31;2142;SVO;AYT;07:45;12:50;138;0,5942;82;73H;Y;11569,91;82
1892-C;2025-03-31;2143;AYT;SVO;14:20;19:20;20;0,6;12;73H;C;5082,32;12
1892-Y;2025-03-31;2143;AYT;SVO;14:20;19:20;138;0,7464;103;73H;Y;13252,81;105
1893-W;2025-03-31;6321;LED;KGD;11:55;12:45;5;0,6;3;SU9;W;479,39;3
1893-Y;2025-03-31;6321;LED;KGD;11:55;12:45;95;0,9053;86;SU9;Y;5192,66;87
1894-Y;2025-03-31;6792;SVX;KJA;12:50;17:55;95;0,9789;93;SU9;Y;6752,25;93
1895-C;2025-04-15;209;PVG;SVO;11:40;16:30;30;0,8667;26;77W;C;16767,77;26
1895-W;2025-04-15;209;PVG;SVO;11:40;16:30;48;0,7708;37;77W;W;11325,54;37
1895-Y;2025-04-15;209;PVG;SVO;11:40;16:30;324;0,8765;284;77W;Y;69294,33;289
1896-C;2025-04-15;225;SYX;SVO;02:35;08:00;28;0,5;14;359;C;7308,58;14
1896-W;2025-04-15;225;SYX;SVO;02:35;08:00;24;0,1667;4;359;W;1492,89;4
1896-Y;2025-04-15;225;SYX;SVO;02:35;08:00;264;0,5152;136;359;Y;36541,81;136
1897-C;2025-04-15;233;DEL;SVO;05:00;09:10;28;0,25;7;359;C;2850,7;7
1897-W;2025-04-15;233;DEL;SVO;05:00;09:10;24;0,125;3;359;W;1019,03;3
1897-Y;2025-04-15;233;DEL;SVO;05:00;09:10;264;1,053;278;359;Y;53160,57;280
1898-C;2025-04-15;321;MLE;SVO;11:05;17:50;30;0,7333;22;77W;C;29578,23;22
1898-W;2025-04-15;321;MLE;SVO;11:05;17:50;48;0,8958;43;77W;W;20900,51;43
1898-Y;2025-04-15;321;MLE;SVO;11:05;17:50;324;0,7778;252;77W;Y;70586,73;252
1899-C;2025-04-15;427;SSH;SVO;15:30;22:15;30;0,5;15;77W;C;5569,31;15
1899-W;2025-04-15;427;SSH;SVO;15:30;22:15;48;0,0625;3;77W;W;1454,48;3
1899-Y;2025-04-15;427;SSH;SVO;15:30;22:15;324;0,2438;79;77W;Y;16413,31;79
1900-C;2025-04-15;521;DXB;SVO;16:05;20:50;30;0,8667;26;77W;C;18670,34;26
1900-W;2025-04-15;521;DXB;SVO;16:05;20:50;48;0,9792;47;77W;W;20426,09;47
1900-Y;2025-04-15;521;DXB;SVO;16:05;20:50;324;0,7037;228;77W;Y;50746,7;228
1901-C;2025-04-15;526;SVO;DXB;11:25;18:20;20;0,8;16;73H;C;13778,39;16
1901-Y;2025-04-15;526;SVO;DXB;11:25;18:20;138;0,6232;86;73H;Y;13593,4;87
1902-C;2025-04-15;638;VVO;HKT;11:05;15:25;30;0,6;18;77W;C;10869,73;18
1902-W;2025-04-15;638;VVO;HKT;11:05;15:25;48;0,25;12;77W;W;4732,49;14
1902-Y;2025-04-15;638;VVO;HKT;11:05;15:25;324;0,3796;123;77W;Y;23896,39;123
1903-C;2025-04-15;851;SYX;KHV;02:20;10:15;20;0,25;5;73H;C;2986,61;5
1903-Y;2025-04-15;851;SYX;KHV;02:20;10:15;138;0,5652;78;73H;Y;16851,04;78
1904-C;2025-04-15;1009;KGD;SVO;03:00;06:30;16;0,875;14;32B;C;2325,53;14
1904-Y;2025-04-15;1009;KGD;SVO;03:00;06:30;167;1,012;169;32B;Y;7166,56;169
1905-C;2025-04-15;1018;SVO;KGD;11:50;13:35;16;0,5;8;32B;C;1219,6;8
1905-W;2025-04-15;1018;SVO;KGD;11:50;13:35;29;0,9655;28;32B;W;2346,87;28
1905-Y;2025-04-15;1018;SVO;KGD;11:50;13:35;138;1,0507;145;32B;Y;5662,05;144
1906-C;2025-04-15;1054;SVO;MCX;17:10;20:00;8;0,125;1;32A;C;265,63;1
1906-Y;2025-04-15;1054;SVO;MCX;17:10;20:00;150;0,8867;133;32A;Y;7258,43;133
1907-Y;2025-04-15;1055;MCX;SVO;21:00;00:10;150;1,0133;152;32A;Y;11269,12;154
1908-C;2025-04-15;1129;AER;SVO;20:10;23:45;8;0,5;4;32A;C;945,95;4
1908-Y;2025-04-15;1129;AER;SVO;20:10;23:45;150;1,0;150;32A;Y;6807,73;152
1909-C;2025-04-15;1141;AER;SVO;06:20;09:50;8;0,75;6;32A;C;1409,26;6
1909-Y;2025-04-15;1141;AER;SVO;06:20;09:50;150;1,0;150;32A;Y;8143,98;155
1910-C;2025-04-15;1190;SVO;KZN;09:10;10:50;8;0,75;6;32A;C;1322,02;6
1910-Y;2025-04-15;1190;SVO;KZN;09:10;10:50;150;0,9067;136;32A;Y;4733,66;139
1911-C;2025-04-15;1191;KZN;SVO;11:40;13:25;8;0,25;2;32A;C;430,65;2
1911-Y;2025-04-15;1191;KZN;SVO;11:40;13:25;150;0,9733;146;32A;Y;6208,41;146
1912-C;2025-04-15;1246;SVO;REN;17:50;22:00;16;0,3125;5;32B;C;1346,44;5
1912-Y;2025-04-15;1246;SVO;REN;17:50;22:00;167;1,0299;172;32B;Y;11411,7;172
1913-C;2025-04-15;1276;SVO;KZN;12:55;14:40;8;0,5;4;32A;C;857,24;4
1913-Y;2025-04-15;1276;SVO;KZN;12:55;14:40;150;0,96;144;32A;Y;5790,24;144
1914-C;2025-04-15;1277;KZN;SVO;15:30;17:10;8;0,75;6;32A;C;788,47;6
1914-Y;2025-04-15;1277;KZN;SVO;15:30;17:10;150;0,9933;149;32A;Y;6660,52;149
1915-C;2025-04-15;1478;SVO;ABA;00:15;08:50;16;0,375;6;32B;C;2882,43;6
